source	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	translation
сава	sava	Sava	Сава	Nmsny		249	14	10	nmod		
.	.	.	.	Z		249	15	10	punct		
											
а	a	a	а	C		250	1	2	cc		And the father of Saint Sava, Saint Simeon the peacemaker, he also was in the monastery Hilandar together wtih Saint Sava and them.
татко+	tatko+	tatko+	татко+	Nmsny		250	2	12	appos		
то	to	toј	тој	Pd-msn		250	3	2	det	p_nom	
на	na	na	на	S		250	4	5	case		
свети	sveti	cveti	cвети	Amsny		250	5	6	amod		
сава	sava	Sava	Сава	Nmsny		250	6	2	nmod		
,	,	,	,	Z		250	7	2	punct		
свети	sveti	cveti	cвети	Amsny		250	8	9	amod		
симеон	simeon	Simeon	Симеон	Nmsny		250	9	12	appos		
мироточив	mirotočiv	mirotočiv	мироточив	Amsn		250	10	9	amod		
и	i	i	и	C		250	11	12	cc		
тој	toј	toј	тој	Pp3msn		250	12	13	nsubj		
бил	bil	e	е	Vmp--si	Amsn	250	13	0	root		
во	vo	vo	во	S		250	14	15	case		
манастир+	manastir+	manastir+	манастир+	Nmsnn		250	15	13	obl		
от	ot	toј	тој	Pd-msn		250	16	15	det	p_nom	
хиландар	xilandar	Xilandar	Хиландар	Nmsnn		250	17	15	flat		
заедно	zaedno	zaedno	заедно	R		250	18	13	advmod		
со	so	so	со	S		250	19	20	case		
свети	sveti	cveti	cвети	Amsny		250	20	21	amod		
сава	sava	Sava	Сава	Nmsny		250	21	13	obl		
и	i	i	и	C		250	22	23	cc		
тие	tie	tie	тие	Pp3-pn		250	23	21	conj		
,	,	,	,	Z		250	24	13	punct		
											
кога	koga	koga	кога	C		251	1	2	mark		When Saint Simeon the peacemaker died he left the monks, he left.
умрел	umrel	umre	умре	Vmp--se	Amsn	251	2	7	advcl		
свети	sveti	cveti	cвети	Amsny		251	3	4	amod		
симеон	simeon	Simeon	Симеон	Nmsny		251	4	2	nsubj		
мироточив	mirotočiv	mirotočiv	мироточив	Amsn		251	5	4	amod		
му	mu	toј	тој	Pp3-pd		251	6	7	expl		
оставил	ostavil	ostavi	остави	Vmp--se	Amsn	251	7	0	root		
на	na	na	на	S		251	8	9	case		
монаси+	monasi+	monax	монах	Nmpny		251	9	7	obl	iobj	
те	te	toј	тој	Pd--pn		251	10	9	det	p_nom	
,	,	,	,	Z		251	11	7	punct		
му	mu	toј	тој	Pp3-pd		251	12	13	obl	iobj	
оставил	ostavil	ostavi	остави	Vmp--se	Amsn	251	13	7	xcomp		
.	.	.	.	Z		251	14	13	punct		
											
сакал	sakal	saka	сака	Vmp--si	Amsn	252	1	3	appos		He wanted, actually he wanted his remains to be taken in Studenica the monastery in Serbia.
всупност	vsupnost	vsušnost	всушност	Qo		252	2	9	discourse		
сакал	sakal	saka	сака	Vap--si	Amsn	252	3	9	aux		
негови+	negovi+	negov+	негов+	A-pn		252	4	6	amod		
те	te	toј	тој	Pd--pn		252	5	4	det	p_nom	
мошти	mošti	mošti	мошти	N-pnn		252	6	9	nsubj		
да	da	da	да	C		252	7	8	fixed	inf	
бидат	bidat	bide	биде	Vmip3pe		252	8	9	cop		
однесени	odneseni	odnese	однесе	Vmp--pe	A-pn	252	9	0	root		
во	vo	vo	во	S		252	10	11	case		
студеница	studenica	Studenica	Студеница	Nfsnn		252	11	9	obl		
манастир+	manastir+	manastir+	манастир+	Nmsnn		252	12	11	flat		
от	ot	toј	тој	Pd-msn		252	13	12	det	p_nom	
во	vo	vo	во	S		252	14	15	case		
србија	srbiјa	Srbiјa	Србија	Nfsnn		252	15	12	nmod		
.	.	.	.	Z		252	16	9	punct		
											
значи	znači	znači	значи	Qo		253	1	5	discourse		So to be buried there.
таму	tamu	tamu	таму	R		253	2	5	advmod		
да	da	da	да	C		253	3	5	fixed	inf	
го	go	toј	тој	Pp3msa		253	4	5	obj		
закопат	zakopat	zakopa	закопа	Vmip3pe		253	5	0	root		
.	.	.	.	Z		253	6	5	punct		
											
и	i	i	и	C		254	1	4	cc		And they buried him there in Studenica.
тие	tie	tie	тие	Pp3-pn		254	2	4	nsubj		
го	go	toј	тој	Pp3msa		254	3	4	obj		
закопале	zakopale	zakopa	закопа	Vmp--pe	A-pn	254	4	0	root		
таму	tamu	tamu	таму	R		254	5	4	advmod		
во	vo	vo	во	S		254	6	7	case		
студеница	studenica	Studenica	Студеница	Nfsnn		254	7	4	obl		
											
го	go	toј	тој	Pp3msa		255	1	2	obj		They carried him away.
занесле	zanesle	zanese	занесе	Vmp--pe	A-pn	255	2	0	root		
											
ама	ama	ama	ама	C		256	1	5	cc		But the monks cried a lot for Saint Simeon the peacemaker, the father of Saint Sava.
монаси+	monasi+	monax+	монах+	Nmpny		256	2	5	nsubj		
те	te	toј	тој	Pd--pn		256	3	2	det	p_nom	
многу	mnogu	mnogu	многу	R		256	4	5	advmod		
плачеле	plačele	plače	плаче	Vmp--pi	A-pn	256	5	0	root		
за	za	za	за	S		256	6	7	case		
свети	sveti	cveti	cвети	Amsny		256	7	8	amod		
симеон	simeon	Simeon	Симеон	Nmsny		256	8	5	obl		
мироточив	mirotočiv	mirotočiv	мироточив	Amsn		256	9	8	amod		
татко+	tatko+	tatko+	татко+	Nmsny		256	10	8	appos		
то	to	toј	тој	Pd-msn		256	11	10	det	p_nom	
на	na	na	на	S		256	12	13	case		
свети	sveti	cveti	cвети	Amsny		256	13	14	amod		
сава	sava	Sava	Сава	Nmsny		256	14	10	nmod		
,	,	,	,	Z		256	15	5	punct		
											
плачеле	plačele	plače	плаче	Vmp--pi	A-pn	257	1	0	root		The cried a lot and as a consolation he left them a vine, vine.
многу	mnogu	mnogu	многу	R		257	2	1	advmod		
и	i	i	и	C		257	3	8	cc		
тој	toј	toј	тој	Pp3msn		257	4	8	nsubj		
како	kako	kako	како	S		257	5	6	case		
утеха	utexa	utexa	утеха	Nfsnn		257	6	8	obl		
му	mu	toј	тој	Pp3-pd		257	7	8	obl	iobj	
оставил	ostavil	ostavi	остави	Vmp--se	Amsn	257	8	1	conj		
една	edna	eden	еден	Pi-fsn		257	9	10	det	indf	
лоза	loza	loza	лоза	Nfsnn		257	10	8	obj		
,	,	,	,	Z		257	11	8	punct		
лоза	loza	loza	лоза	Nfsnn		257	12	10	appos		
											
винова	vinova	vinov	винов	Afsn		258	1	2	amod		Grapevine grew from where he was burried before in the monastery Hilandar.
лоза	loza	loza	лоза	Nfsnn		258	2	4	nsubj		
,	,	,	,	Z		258	3	2	punct		
пораснала	porasnala	porasne	порасне	Vmp--se	Afsn	258	4	0	root		
од	od	od	од	S		258	5	6	case		
кај	kaј	kade	каде	Pr		258	6	7	mark		
шо	šo	što	што	Pr		258	7	11	mark		
бил	bil	e	е	Vmp--si	Amsn	258	8	11	cop		
по+	po+	po+	по+	Qc		258	9	10	amod		
рано	rano	rano	рано	R		258	10	11	advmod		
закопан	zakopan	zakopa	закопа	Vmp--se	Amsn	258	11	4	advcl		
во	vo	vo	во	S		258	12	13	case		
манастир+	manastir+	manastir+	манастир+	Nmsnn		258	13	11	obl		
от	ot	toј	тој	Pd-msn		258	14	13	det	p_nom	
хиландар	xilandar	Xilandar	Хиландар	Nmsnn		258	15	13	flat		
											
на	na	na	на	S		259	1	2	case		On the place where they took him out of the grave.
место+	mesto+	mesto+	место+	Nnsnn		259	2	7	obl		
то	to	toј	тој	Pd-nsn		259	3	2	det	p_nom	
кај	kaј	kade	каде	Pr		259	4	5	mark		
шо	šo	što	што	Pr		259	5	7	mark		
го	go	toј	тој	Pp3msa		259	6	7	obj		
извадија	izvadiјa	izvadi	извади	Vmia3pe		259	7	0	root		
сега	sega	sega	сега	R		259	8	7	advmod		
од	od	od	од	S		259	9	10	case		
гроб+	grob+	grob+	гроб+	Nmsnn		259	10	7	obl		
от	ot	toј	тој	Pd-msn		259	11	10	det	p_nom	
,	,	,	,	Z		259	12	7	punct		
											
гроб+	grob+	grob+	гроб+	Nmsnn		260	1	4	nsubj		The grave is empty but grapevine grew and that grapevine produces grapes. Do you understaned me, grapes.
от	ot	toј	тој	Pd-msn		260	2	1	det	p_nom	
е	e	e	е	Vmip3si		260	3	4	cop		
празен	prazen	prazen	празен	Amsn		260	4	0	root		
ама	ama	ama	ама	C		260	5	6	cc		
порасна	porasna	porasne	порасне	Vmia3se		260	6	4	conj		
винова	vinova	vinov	винов	Afsn		260	7	8	amod		
лоза	loza	loza	лоза	Nfsnn		260	8	6	nsubj		
и	i	i	и	C		260	9	15	cc		
таа	taa	taa	таа	Pd-fsn		260	10	11	det		
винова	vinova	vinov	винов	Afsn		260	11	12	amod		
лоза	loza	loza	лоза	Nfsnn		260	12	15	nsubj		
да	da	da	да	C		260	13	15	fixed	inf	
ми	mi	јas	јас	Pp1-sd		260	14	15	expl		
раѓат	raѓat	raѓa	раѓа	Vmip3si		260	15	6	conj		
грозје	grozјe	grozјe	грозје	Nnsnn		260	16	15	obj		
.	.	.	.	Z		260	17	15	punct		
ме	me	јas	јас	Pp1-sa		260	18	19	obj		
разбираш	razbiraš	razbira	разбира	Vmip2si		260	19	15	xcomp		
грозје	grozјe	grozјe	грозје	Nnsnn		260	20	16	appos		
,	,	,	,	Z		260	21	19	punct		
											
то	to	toa	тоа	Pd-nsn		261	1	2	det		The monks dry the grapes.
грозје+	grozјe+	grozјe+	грозје+	Nnsnn		261	2	5	obj		
то	to	toј	тој	Pd-nsn		261	3	2	det	p_nom	
го	go	toј	тој	Pp3nsa		261	4	5	expl		
сушат	sušat	suši	суши	Vmip3pi		261	5	0	root		
монаси+	monasi+	monax+	монах+	Nmpny		261	6	5	nsubj		
те	te	toј	тој	Pd--pn		261	7	6	det	p_nom	
											
и	i	i	и	C		262	1	2	cc		And from all orthodox countries also from Russia women who don't bear children, they take from that, from the grapes and with pray with.
од	od	od	од	S		262	2	3	case		
сиве	sive	siot	сиот	A-pn		262	3	4	amod		
православни	pravoslavni	pravoslaven	православен	A-pn		262	4	4	amod		
земји	zemјi	zemјa	земја	Nfpnn		262	5	13	obl		
исто	isto	isto	исто	R		262	6	13	advmod		
и	i	i	и	C		262	7	8	cc		
од	od	od	од	S		262	8	9	case		
русија	rusiјa	rusiјa	русија	Nfsnn		262	9	5	conj		
жени	ženi	žena	жена	Nfpny		262	10	13	nsubj		
шо	šo	što	што	Pr		262	11	13	mark		
не	ne	ne	не	Qz		262	12	13	advmod		
раѓаат	raѓaat	raѓa	раѓа	Vmip3pi		262	13	17	advcl		
деца	deca	dete	дете	Nnpny		262	14	13	obj		
,	,	,	,	Z		262	15	13	punct		
тие	tie	tie	тие	Pp3-pn		262	16	17	nsubj		
земаат	zemaat	zema	зема	Vmip3pi		262	17	0	root		
од	od	od	од	S		262	18	19	case		
то	to	toa	тоа	Pd-nsn		262	19	17	obl		
од	od	od	од	S		262	20	21	case		
грозје+	grozјe+	grozјe+	грозје+	Nnsnn		262	21	19	appos		
то	to	toј	тој	Pd-nsn		262	22	21	det	p_nom	
и	i	i	и	C		262	23	24	cc		
со	so	so	со	S		262	24	25	case		
молитва	molitva	molitva	молитва	Nfsnn		262	25	17	obl		
со	so	so	со	S		262	26	25	case		
.	.	.	.	Z		262	27	17	punct		
											
си	si	si	си	Px---d		263	1	2	expl		They have some rule there and many women became pregnant.
имаат	imaat	ima	има	Vmip3pi		263	2	0	root		
некое	nekoe	nekoј	некој	Pi-nsn		263	3	4	det	indf	
правило	pravilo	pravilo	правило	Nnsnn		263	4	2	obj		
таму	tamu	tamu	таму	R		263	5	2	advmod		
и	i	i	и	C		263	6	10	cc		
многу	mnogu	mnogu	многу	R		263	7	8	amod		
жени	ženi	žena	жена	Nfpny		263	8	10	nsubj		
останале	ostanale	ostane	остане	Vmp--pe	A-pn	263	9	10	cop		
трудни	trudni	truden	труден	A-pn		263	10	2	conj		
											
мислам	mislam	misli	мисли	Vmip1si		264	1	0	root		I mean, they gave birth to children.
,	,	,	,	Z		264	2	1	punct		
си	si	si	си	Px---d		264	3	4	expl		
родиле	rodile	rodi	роди	Vmp--pe	A-pn	264	4	1	xcomp		
деца	deca	dete	дете	Nnpny		264	5	4	obj		
.	.	.	.	Z		264	6	4	punct		
											
исто	isto	isto	исто	R		265	1	5	advmod		The same happened to some bey.
му	mu	toј	тој	Pp3msd		265	3	5	expl		
се	se	se	се	Px---a		265	4	5	expl		
случило	slučilo	sluči	случи	Vmp--se	Ansn	265	5	0	root		
на	na	na	на	S		265	6	7	case		
некој	nekoј	nekoј	некој	Pi-msn		265	7	8	det	indf	
бег	beg	beg	бег	Nmsny		265	8	5	obl		
,	,	,	,	Z		265	9	5	punct		
											
бил	bil	e	е	Vmp--si	Amsn	266	1	2	cop		He was Muslim, his wife didn't have children.
муслиман	musliman	musliman	муслиман	Nmsny		266	2	0	root		
тој	toј	toј	тој	Pp3msn		266	3	2	nsubj		
,	,	,	,	Z		266	4	2	punct		
жена+	žena+	žena+	жена+	Nfsny		266	5	8	nsubj		
та	ta	toј	тој	Pd-fsn		266	6	5	det	p_nom	
негова	negova	negov	негов	Afsn		266	7	5	amod		
немала	nemala	nema	нема	Vmp--si	Afsn	266	8	2	conj		
деца	deca	dete	дете	Nnpny		266	9	8	obj		
											
и	i	i	и	C		267	1	3	cc		And he also took from the grapes.
тој	toј	toј	тој	Pp3msn		267	2	3	nsubj		
зел	zel	zeme	земе	Vmp--se	Amsn	267	3	0	root		
исто	isto	isto	исто	R		267	4	3	advmod		
од	od	od	од	S		267	5	6	case		
грозје+	grozјe+	grozјe+	грозје+	Nnsnn		267	6	3	obl		
то	to	toј	тој	Pd-nsn		267	7	6	det	p_nom	
,	,	,	,	Z		267	8	3	punct		
											
жена+	žena+	žena+	жена+	Nfsny		268	1	4	nsubj		The wife gave birth to a child.
та	ta	toј	тој	Pd-fsn		268	2	1	det	p_nom	
му	mu	toј	тој	Pp3msd		268	3	4	obl	iobj	
родила	rodila	rodi	роди	Vmp--se	Afsn	268	4	0	root		
дете	dete	dete	дете	Nnsny		268	5	4	obj		
											
и	i	i	и	C		269	1	2	cc		And his son became a monk later.
негови+	negovi+	negov+	негов+	Amsny		269	2	4	amod		
от	ot	toј	тој	Pd-msn		269	3	2	det	p_nom	
син	sin	sin	син	Nmsny		269	4	7	nsubj		
после	posle	posle	после	R		269	5	7	advmod		
станал	stanal	stane	стане	Vmp--se	Amsn	269	6	7	cop		
монах	monax	monax	монах	Nmsny		269	7	0	root		
,	,	,	,	Z		269	8	7	punct		
											
станале	stanale	stane	стане	Vmp--pe	A-pn	270	1	3	cop		So they became orthodox, that Muslim family.
значи	znači	znači	значи	Qo		270	2	3	discourse		
христијани	xristiјani	xristiјanin	христијанин	Nmpny		270	3	0	root		
тие	tie	tie	тие	Pp3-pn		270	4	3	nsubj		
та	ta	taa	таа	Pd3fsn		270	5	6	det		
фамилиа	familia	familiјa	фамилија	Nfsny		270	6	4	appos		
муслимани	muslimani	musliman	муслиман	Nmpny		270	7	6	amod		
,	,	,	,	Z		270	8	3	punct		
											
нешто	nešto	nešto	нешто	Pi-nsn		271	1	3	obj		Somethink I know in relation.
шо	šo	što	што	Pr		271	2	3	mark		
знам	znam	znae	знае	Vmip1si		271	3	0	root		
во	vo	vo	во	S		271	4	5	case		
врска	vrska	vrska	врска	Nfsnn		271	5	3	obl		
											
дека	deka	deka	дека	C		272	1	2	mark		Because we're talking about Saint Sava the temple.
зборвиме	zborvime	zboruva	зборува	Vmip1pi		272	2	0	root		
за	za	za	за	S		272	3	4	case		
свети	sveti	cveti	cвети	Amsny		272	4	5	amod		
сава	sava	Sava	Сава	Nmsny		272	5	2	obl		
храм+	xram+	xram+	храм+	Nmsnn		272	6	5	flat		
от	ot	toј	тој	Pd-msn		272	7	6	det	p_nom	
											
и	i	i	и	C		273	1	2	cc		And that's why I connected to say about Saint Sava and about his father Saint Simeon the peacemaker.
зато	zato	zatoa	затоа	R		273	2	3	advmod		
поврзав	povrzav	povrze	поврзе	Vmia1se		273	3	0	root		
да	da	da	да	C		273	4	5	fixed	inf	
кажам	kažam	kažuva	кажува	Vmip1se		273	5	3	xcomp		
за	za	za	за	S		273	6	7	case		
свети	sveti	cveti	cвети	Amsny		273	7	8	amod		
сава	sava	Sava	Сава	Nmsny		273	8	5	obl		
и	i	i	и	C		273	9	10	cc		
за	za	za	за	S		273	10	11	case		
негови+	negovi+	negov+	негов+	Amsny		273	11	13	amod		
от	ot	toј	тој	Pd-msn		273	12	11	det	p_nom	
татко	tatko	tatko	татко	Nmsny		273	13	8	conj		
свети	sveti	cveti	cвети	Amsny		273	14	15	amod		
симеон	simeon	Simeon	Симеон	Nmsny		273	15	13	appos		
мироточив	mirotočiv	mirotočiv	мироточив	Amsn		273	16	15	amod		
.	.	.	.	Z		273	17	5	punct		
											
е	e	e	е	I		274	1	4	discourse		So that is in my memory and so on.
то	to	toa	тоа	Pp3nsn		274	2	4	nsubj		
ми	mi	јas	јас	Pp1-sd		274	3	4	obl	iobj	
е	e	e	е	Vmip3si		274	4	0	root		
во	vo	vo	во	S		274	5	6	case		
сеќавајне	seќavaјne	seќavanje	сеќавање	Nnsnn		274	6	4	obl		
и	i	i	и	C		274	7	8	cc		
така	taka	taka	така	R		274	8	4	advmod		
.	.	.	.	Z		274	9	4	punct		
